t_n,memory_cost_MB,param_size_MB,activation_size_MB,FLOPs
"[1, 6, 4, 3, 3, 6, 3, 1, 2, 2, 3, 2, 2, 1]",32.089385986328125,10.437042236328125,21.65234375,386171552
